productType,productName,price,url,description,terrain,abilityLevel,rockerType,shape,flexRating,materials,warranty
Snowboard,Jones Tweaker Snowboard 2023,$529.95,https://www.evo.com/snowboards/jones-tweaker-snowboard,"You didn't think Jones were only about stiff freeride boards and 4am wake up calls did you? The Jones Tweaker Snowboard is a freestyle focused true twin with limitless energy and a wicked sense of humor. The Tweaker’s unique double radius nose and tail profile maximises the running length of the blunted shape, while the V-Core profile hits the sweet spot between playful manueverability and stomping power. If your riding style involves tearing around the mountain hunting for kickers and side hits before lapping the park all afternoon, the Tweaker is the board for you.","Freestyle, All-Mountain",Intermediate-Advanced,Camber,True Twin,Medium,Wood,3 Years
Snowboard,Nitro Volta Splitboard - Women's 2023,$549.95,https://www.evo.com/splitboards/nitro-volta-splitboard-womens,"If you're dipping your toes into the backcountry for the first time, do yourself a favor and check out the Nitro Volta Splitboard. Built with Nitro's Flat-Out Rocker, this affordable yet feature-rich board delivers a loose feel in deep snow for easy pow slashing, along with confident, firm edghold in spicier terrain. It has solid, durable hardware and comes pre-drilled for Nitro x Kohla skins to make tranisitions easy as possible.",Splitboarding,Intermediate-Advanced,Rocker/Flat/Rocker,Directional Twin,Medium,Wood,2 Years
Snowboard,Lib Tech TRS C3 Snowboard - Blem 2023,$659.99,https://www.evo.com/snowboards/lib-tech-trs-c3-snowboard-blem,"Are you a Total Ripper looking for your next freestyle steed? The Lib Tech TRS C3 Snowboard is what you need. This directional twin is built to trick it's way across the mountain, with Lib Tech's most aggressive camber profile and the explosive Horsepower layup giving you the boost you need to send it big. New for this year, it's been enhanced with bamboo sections under the feet for added precision and pop, making this all-mountain weapon that much more deadly. *Please Note: This is a factory blem product and may have slight cosmetic issues that do not impact performance.*","Freestyle, All-Mountain",Advanced-Expert,Camber/Rocker/Camber,Directional Twin,Stiff,"Bamboo, Basalt, Wood",1 Year
Snowboard,Arbor Veda Camber Splitboard - Women's 2023,$749.95,https://www.evo.com/splitboards/arbor-veda-camber-splitboard-womens,The Arbor Veda Splitboard is the board that Marie-France Roy uses to explore the wild terrain of then British Columbia she calls home. Its directional shape balances all-out float in the pow with the confidence to handle less-than-ideal conditions too. The Arbor Veda Splitboard is an all-around tool for riders to take on everything from demanding backcountry terrain to low angle pow runs.,Splitboarding,Advanced-Expert,Camber,Directional,Medium,Wood,3 Years
Snowboard,Jones Flagship Snowboard - Women's 2024,$699.95,https://www.evo.com/snowboards/jones-flagship-snowboard-womens,"Technical riding overload got you down? The Jones Flagship Snowboard is good for what ails ya. Its heady combination of grippy edges, catch free spoony base beveling, and a lively full wood core deliver pure freeriding confidence straight to your feet, without having to bust out the hipflask to steady your nerves. When you wake up to pow, you can rely on the tapered tail and directional rocker to keep you on top, while Float Pack inserts allow you to go mega with a super setback stance for those deepest days. This one's called Flagship for a reason, this board will take your freeride performance to the next level.","All-Mountain, Freeride",Advanced-Expert,Rocker/Camber/Rocker,Directional,Stiff,"Bamboo, Basalt, Flax, Wood",3 Years
Snowboard,Jones Storm Chaser Splitboard 2024,$949.95,https://www.evo.com/splitboards/jones-storm-chaser-splitboard,"You're that kind of rider - you've got weather systems and telemetries from every mountain range within 1,000 miles ready to call up on your phone, you watch the status of the offshore systems like a hawk, and you're ready to drop work and head for the mountains any time there's a forecast of more than 6 inches of snow. You deserve the Jones Storm Chaser Splitboard to match your mindset - a full-blown powder rocket with a seam down the middle to allow you access to the best snow on earth. A surf-style profile developed by board shaper extraordinaire Chris Christenson means you'lll never bog down in the deep again, and split-specific tech courtesy of Jones and Karakoram mean you'll have no trouble getting to the goods.",Splitboarding,Advanced-Expert,Rocker,Directional,Stiff,Wood,3 Years
Snowboard,Roxy Raina Snowboard - Women's 2023,$399.99,https://www.evo.com/snowboards/roxy-raina-c2-snowboard-womens,"The Roxy Raina C2 Snowboard is custom made for riders progressing from zero to shred. Combining top shelf features like C2 Contour Technology and Magne-Traction® edges with a soft, easygoing flex, the Raina is a beginner friendly package that won't hold you back when you slide into more challenging terrain.",All-Mountain,Beginner-Intermediate,Camber/Rocker/Camber,Directional Twin,Medium,Wood,1 Year
Snowboard,Cardiff Crane Enduro Snowboard 2023,$750.00,https://www.evo.com/snowboards/cardiff-crane-enduro-snowboard,"The Cardiff Crane Enduro Snowboard is Cardiff's go-everywhere, do-everything freestyle-oriented board, with a very slightly tapered shape and enough rocker at both ends to make switch riding incredibly easy and intuitive. The Enduro build is the toughest, most durable option Cardiff offers, and starts with their CARBONcore and triax fiberglass layup, full UNIwall sidewalls, and an ultra durable topsheet. With a HALFcamber65 profile, the Crane is the poppiest and liveliest board in the Cardiff catalog.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Medium,"Carbon, Wood",2 Years
Snowboard,Arbor Element Rocker Snowboard 2024,$499.95,https://www.evo.com/snowboards/arbor-element-rocker-snowboard,"Find yourself in that sweet spot, comfortably in the pocket, fully in the groove: the Arbor Element Rocker Snowboard is like a new friend that you must've known in a past life, instantly at home everywhere. You can keep it casual or push it on this board, thanks to its well-rounded stats. It's surprising in its utility, this is a board that'll hold its own on any day the chairs are running. Periodic tabletops in the park and all-mountain freestyle synthesis are completely within the Element's realm.",All-Mountain,Intermediate-Advanced,Rocker,Directional Twin,Medium,Wood,3 Years
Snowboard,WNDR Alpine BelleAire Snowboard 2023,$599.00,https://www.evo.com/snowboards/wndr-alpine-belleaire-snowboard,"As the first non-split snowboard from the gurus at WNDR Alpine, the WNDR Alpine BelleAire Snowboard was born to satisfy your thirst for inbounds vertical and all-time party laps with your buddies. With a shape inspired by the BelleTour, the BelleAire has a wider waist width, slight swallow tail, and directional camber with an early rise nose come together to provide a ride that really hits the tight turns but isn't afraid to let loose through pillows and pow. Designed as a solid for smooth yet playful riding, the BelleAire is manufactured using WNDR's signature eco-friendly Algal Core and Algal Wall technology - so you can snowboard in true eco friendly fashion.","All-Mountain, Freeride",Advanced-Expert,Camber,Directional,Stiff,"Composite, Wood",1 Year
Snowboard,Nitro Nomad Splitboard 2023,$549.95,https://www.evo.com/splitboards/nitro-nomad-splitboard,"Experiencing the bliss of the backcountry shouldn't cost an arm and a leg, which is why the Nitro Nomad Splitboard weighs in at a more affordable price point. A super versatile shape and Flat-Out rocker profile make the Nomad a reliable jack of all trades, poised for powder, spring corn, and leftovers. If you're new to the world of splitboarding, the moderate flex, durable construction, and versatile performance of the Nitro Nomad Splitboard is the perfect introductory weapon.",Splitboarding,Intermediate-Advanced,Rocker/Flat/Rocker,Directional Twin,Medium,Wood,2 Years
Snowboard,Roxy XOXO C3 Snowboard - Women's 2023,$499.99,https://www.evo.com/snowboards/roxy-xoxo-c3-snowboard-womens,"The Roxy XOXO C3 Snowboard is a playful freestyle board with enough sass to keep things interesting when you explore outside the terrain park. A newly updated Light Hearted Core is paired with Roxy's poppy C3 camber profile and grippy Magne-Traction® edges for dependable carves in a wide array of snow conditions, allowing you to leave your mark on the mountain no matter what. See you on the hill, XOXO!","Freestyle, All-Mountain",Intermediate-Advanced,Camber/Rocker/Camber,True Twin,Medium,Wood,1 Year
Snowboard,Ride Magic Stick Snowboard - Women's 2023,$479.95,https://www.evo.com/snowboards/ride-magic-stick-snowboard-womens,"The Ride Magic Stick Snowboard is a thing of beauty. The long taper lines on the tip, the blunted tail, and the elegant bi-radial sidecut all sitting under the sleek all-business black topsheet is a masterclass in board design. And luckily for you, all that smooth style translates seamlessly onto the snow. This directional freeride board is powerful, damp, and surfy. Its crazy fast on the groomers, super floaty through pow, and forceful and poised through technical terrain. Strap in and experience the wizardry yourself.","All-Mountain, Freeride",Intermediate-Advanced,Rocker/Camber,Directional,Medium,"Carbon, Wood",3 Years
Snowboard,Jones Storm Chaser Snowboard 2024,$649.95,https://www.evo.com/snowboards/jones-storm-chaser-snowboard,"The Jones Storm Chaser Snowboard is a purpose built ride designed for the deepest, most insane pow you'll find, and the right board for you if you live for that experience. Shaped for maximum speed and float with a wide waist and 3D Contour Base 3.0, the Storm Chaser is the rocket you're looking for to ignite the ultimate pow day.","Freeride, Powder",Advanced-Expert,Rocker,Directional,Medium,"Bamboo, Basalt, Flax, Wood",3 Years
